[0.000	79.883]
 SPEAKER_02	" 저기  실질적으로  이게  지금  의료시장  개방  문제가  지금  주로  표면적으로는  의사,  병원  또는  환자의  수급을  어떻게  하느냐  또는  조절을  어떻게  하느냐는  문제지만은 문제와  관련돼서  사실은  의료보험  문제가  지금  사실은  같이  정비되어야  되는  문제로  지금  파악이  되고  있습니다. 했을  때  가령  우리와  의료  제도가  다른  미국이라든가  이런  쪽하고  얘기하게  될  때  우리가  지금  아직은  의료보험이  공보험  체계로  되어  있고  여러  가지로  좀  문제가  많고  그  재원도  지금  문제가  많은  상태에서  보건복지부가  아마  잠시  동안  민간보험  얘기를  하려고  하다가  들어갔는데  이번에  다시  재정경제부가  민간보험  문제를  들고  나온  걸로  알고  있습니다.  소비자  입장에서  볼  때는  의료서비스의  소비자  입장에서  볼  때  이것이  혹시  공보험  체계의  붕괴라든가  아니면  사보험을  통해서  결국  보험  부담이  급속하게  상승하는  것이  아닌가 대해서  말하자면은  이와  같은  의료시장  개방과  결부돼  있는  여타  여러  가지  의료부속  제도  정비가 보험  제도를  중심으로  해서  얼마나  지금  치밀하게  진행되고  있는가  이  부분에  대해서  좀  여쭤보고  싶었습니다.  사실"

[3291.972	3328.523]
 SPEAKER_03	" 이  WTO  의료시장  개방  문제가 파장은  상당히  클이라는  데  대해서는  참  모두가  공감하는  사실이고요.  그래서  저희가  이런  자리를  마련하는  거  아니겠습니까?  조금  좀  논의를  구체화시켜서요.  안  교수님  어떻습니까?  또  의료시장  개방으로  인한  의료사항  가운데는 의료인력이  어떤  해외  유출  부분도  있습니다.  우수인력은  나가고  좀  아주  하위  나라로부터  준비되지  않은  의료인력이  들어와서  국민의  어떤  의료  서비스가  떨어질  수도  있을  것이다  이런  우려도  있거든요.  어떻습니까?"

[3329.485	3366.138]
 SPEAKER_07	" 현재  의료인의  이동이  비교적  자유로운 한번  보시면  좀  이해하실  겁니다.  이유는 공유합니다. 이동은  자유스럽게  놔뒀어도 우리가  우려하던  그런  일은 나타나지  않고  있습니다. 우리  인력이  여기  의사들이  밖으로  진출하고  싶다 이전의  자유라든가  개인의  삶의  자유를  위해서 사람들이  나가고  싶다면  또  도와줘야  되고 우리를  오겠다면  나갈  만큼  또  들어올  수도  있는  거고 자꾸  교류하면서  발전하는  거  아닙니까? 그것이  생각만큼 우려할  만한  건 아니라고  봅니다."

[3366.796	3366.138]
 SPEAKER_03	" 택장에서는  조금  생각이  다르실  것도  같은데요."

[3369.530	3433.250]
 SPEAKER_01	" 미국  시장이라든지  선진국  시장에  한의사들이  진출하려고  했을  때 각국이  자유스럽게  놔두는  것  같지만은  사실  보이지  않는  장벽들을  엄청나게  지금  해두고  있거든요.  실제로  영국  같은  데  가서  개업을  하려면은  들어갈  수는  있습니다만 할  어떤  근무를  개학할  때  30년  개학을  요구를  합니다.  사실은  어떤  보이지  않는  장벽이고  또  각국의  어떤  언어를  자유롭게  구사할  수  있느냐  하는  능력을  본다라든지  또  선진국이  상당히  개방적인  것  같지만요.  캐나다  같은  경우는  제가  알기로  치과의사들이  어떤  지역에  개업을  하려면은  정확하게  어떤  지역  내의  치과  개원의  숫자가  고정이  돼  있습니다. TO제라고  그러죠.  그래서  어떤  사람이  이전을  하거나  비었을  때  한  사람이  데려갈  수  있도록  상당히  개업  자체를  규제하고  있습니다.  실질적으로.  또  미국  같은  경우에는  한의사  제도가  없지만  침구사  제도를  이용해서  한의사들이  진출하려고  했을  때  가서  우리가  시험을  보고는  와서  자격은  치득을  하지만  실제로  어떤  이민의  제안이라든지  취업비자의  어떤  발급  거부라든지  이런  식으로  실제로  어떤  진출할  수  있는  길을  많이  막아놓고  있다고  하는  것이  문제가  되겠고"

[3433.098	3433.250]
 SPEAKER_03	" 강의사  입장에서  치과의사까지  다  시장을  조사하신  것  같은데요.  저  이  박사님."

[3435.275	3433.250]
 SPEAKER_01	" 조사하신  것  같은데요."

[3437.317	3474.627]
 SPEAKER_05	" 안  교수님한테  하나  여쭤볼  말씀인데요.  제가  느낌상에는  타협회는  우리  의료시장  개방이  됐을  때 인력이  우리한테  들어오는  것보다는  내국에  있는  의료  인력이  밖으로  나가는  것에  더  관심이  아마  있으시다  하는  제가  그런  느낌을  봤거든요.  그런데  맞습니까?  그리고  혹시  외부에  이런  말씀을  드려서  좋을지  모르지만  저희보다  좀  질이  낮은  그런 인력이  들어오는  것에  대해서도  아마  검증을  좀  하셨을  텐데"

[3475.977	3536.643]
 SPEAKER_07	" 얼마든지  막을  수  있습니다. 우리가  현재  면허  취득이 아주  단순하고  쉽게  돼  있기  때문에 그런  부분이  좀  취약한데 그거는 부분을  좀  고단계가  선진국에서  요구하는  수준으로  올려놓으면 쉽게  침투할  수  없습니다. 우리도  보이지  않는  장벽 고도화시키면서 같이  해볼  수  있냐면 아직까지  하지  못했던 인력이라든가  이런  분들에  대한  품질  관리가  가능해지고 거는  다 선진화  돼야  되는데  대개  다른  나라들은 민간단체에서  이걸  맡아서  하고  있습니다. 단체가  따로  있어서 수혜자  원칙에  의해서  의사와  사회가  공동으로  참여해서 인력도  마찬가지입니다.  사회의  공동  참여로서 스스로  전문인으로서의  품위도  지키고  질도  유지하고  면허도 고도로 그  장벽이  보이지  않는  장벽이  바로  그거인데  우리도  이제  그걸 됩니다."

[3536.542	3570.022]
 SPEAKER_05	" 그래서  제가  그것  때문에  이제  여쭤봤었는데요. 그런  제도가 우리나라에  그렇게  정비가  돼  있지는  않은  것  같습니다.  어떤 갖다가 수  있는  그런  방법도  없고요.  기관도  없고요. 그러다  보니까  저희  같은 99년도까지  필리핀에서  전부  다  불법은  아닙니다만  필리핀에서 온  치과의사가,300명  가량이  됩니다.  그리고  현재는  그중에  500명  정도가  지금  활동을  하고  있고요.  물론  500명이  다  불법은  아닙니다."

[3563.997	3568.621]
 SPEAKER_06	" 그리고 물론"

[3570.359	3622.553]
 SPEAKER_05	" 그리고  아직까지도  매해  400명씩  계속  응시를  하고  있습니다. 저희가  치과대학이  11개인데요.  매년  400명씩  응시한다는  거는 치과대학 치과대학을  갖다가  한  6개  정도  더  가지고  있는  숫자나  마찬가지입니다.  맞습니다.  그리고  필리핀이나  이런  동남아에서  들어오는  인력이 재수생이  쌓입니다. 다른  가실  데가  없어서  그런지  재수생이  지금  자꾸  양산이  돼서  일부는  또  볼리비아로  넘어가서 이렇게  하고  그러기  때문에 언젠가는  WTO  체제가  다  되면  다  아마 문제나  이런  것  때문에  전부  한국으로  들어올  텐데요. 그럼  그때  전까지는  그런 수  있는  법적  제도나  어떤  기관이나  이런  거가  절대적으로  필요하다고  생각하는데  아직은  그게  안  돼  있거든요.  외국  같은  경우는"

[3621.997	3639.192]
 SPEAKER_07	" 치과의사님들이  모여가지고  치과의사들끼리  정부에  요구를  해서  정부에서는 근거만  마련해  주면 그것을  설정해서  하고  있습니다.  그때그때  탄력적으로.  그런데  우리나라는  지금  면허제도가  복지부에서  나오기  때문에  상당히  국가기관에서  관리한다는  게  힘듭니다."

[3633.083	3639.192]
 SPEAKER_06	" 그런데"

[3640.103	3647.849]
 SPEAKER_03	" 시각  9시  12분이고요.  시간이  얼마  남지  않았기  때문에  마무리  말씀을  한마디씩  간단하게  드리도록  하겠습니다. 홍  교수님께  부탁드릴까요?"

[3648.052	3700.060]
 SPEAKER_02	" 네.  지금  방금  시청자께서  정형외과  의사선생님께서  말씀하셨지만요.  WTO의  문제는  좋고  나쁘고의  문제는  아니라고  생각합니다.  어차피  지금  열린  사회에서  그리고  세계화된  사회에서  우리가  살고  있기  때문에 부분에  대해서  적절하게  대응을  하는  것이  문제가  되는데 기회에  그동안에  우리  사회에서  의료에  얽혔던  적폐를 나름대로  해소할  수  있는  기회로  삼았으면  좋겠다. 의료의  공공성을  확실하게  하자.  기본적으로.  둘째  그러면서  결국은  의료  시스템  짜는  문제하고  기술  개발에  좀  더  화끈하게  보장을  하고  그리고  마지막으로는  제가  볼  때  의료  주체성이라고  할까요?  한의학  같은  것을  갖다가  외국에서  의실로  인정받을  수  있는  이런  어떤  학문적  정비  작업도  해야  된다고  저는  생각합니다.  네 왕  교수님."

[3701.528	3738.502]
 SPEAKER_00	" 이제  정부에  대해서  좀  걱정하는  게 칠리와  우리나라  FTA  자유무역제도  그것이  지금  그걸  못하고  있어요.  이것은  서비스  개방  하나인데 일반  전체  개방인데  왜  그러냐면  포도와  사과  재배하는  사람들이  반대하기  때문에  그걸  수입이  많아지니까  반대기  때문에  못하고  있단  말이죠. 그래서 마찬가지로  우리도  너무  정부가  이해관계자들  다  의견을  다  듣고  그 하려면  불가능합니다.  다  듣되 사례를  들어서 해나가야  된다.  선진화를  해야  된다.  네  고맙습니다.  천  박사님."

[3739.193	3805.377]
 SPEAKER_01	" 네  저희  한의계에서는  WTO  체제  하에  대비를  하기  위해서 어떤  공공의료  분야에  있어서  보험급여를  확대를  한다든지  또  산재보험이나  자동차  보험에  한방  분야를  참여시킨다든지  국공립  한방병원을  확대해준다든지  하는  문제가  있고요. 그다음에  자체적으로는 법을  통해서  독립한의학법이라든지  한의학관리법이라든지  한의학관련법을  빨리  정비를  해야  된다고  생각을  하고  있고요.  그다음에  각국의  어떤  전통의학  국가가  중국이나  한국이나 몽고  같은  나라들  같은  네트워크를  형성해서  공동으로  대응할  수  있는  방법을  마련한다든지  대학의  어떤  시설  기준을  확보해가지고  교육  단계에서부터  어떤  경쟁력을  강화를  한다든지 이  시간을  통해서  국민  여러분들께  당부드리고  싶은  것은  지금  저희  협회에  속속  보고되고  있는  사례들이  많이  있습니다.  중국에서  중의사  자격을  따왔다  해서  아주  고가의  의료비를  지금  받아서  국민들이  피해를  받고  있는  이런  사례에서  보듯이  국민들이  의료  소비를  좀  더  현명하게  선택할  수  있는  이런  지혜로운  생활도  필요하다고  생각합니다.  고맙습니다.  박사님."

[3804.348	3805.377]
 SPEAKER_03	" 고맙습니다."

[3806.592	3845.506]
 SPEAKER_08	" 21세기에  가장  성장할  수  있는  부문으로  세계적  경영학자는  의료분야하고  교육분야,  레저  분야를  지적했습니다. 그런데  실제  우리나라는  이  교육분야와 가장  취약해지고  있습니다.  이  경쟁력을  강화시키려면 국가적인  시스템이  글로벌  스탠다드에  맞게  접근하는  거고  그  기간이  3년  남아  있는데  그  3년  동안의  국제적인  룰에  맞도록  국가가  좀  많이  힘써주셨으면 무슨  돈을  보조해달라는  건지  이런  게  아니라  실제적으로  이런  시스템의  구축이"

[3845.506	3845.506]
 SPEAKER_03	" 건강에  좋을  거라고  생각합니다.  고맙습니다."

[3845.928	3845.506]
 SPEAKER_08	" 건강에  좋을"

[3849.421	3875.678]
 SPEAKER_05	" 우리  국민들에  대해서  분명히  보건의료의  책임을  가지고  있는  주체입니다.  그래서  이번  WTO  진행  과정에서  혹시라도  국민들을  위한 좀  어떤  피해가  안  갔으면  하는  바람이  있고요. 또 어떤  정책을  제안함에  있어서  의료계나  우리 의견이 좀  결정을  해주시라  하는  부탁의  말씀을  드리겠습니다.  네"

[3876.455	3875.678]
 SPEAKER_03	" 그리고  끝으로  안  교수님께"

[3878.395	3894.798]
 SPEAKER_07	" 네  좀  간단히  말씀드리겠습니다. 두려워하지  말고 대세라면 생각하지  말고  오히려 어떤  기회를  생각하고 임하고 전제는 모두  국민을  위해서  일하겠다.  그렇게  말씀드리겠습니다."

[3894.916	3950.300]
 SPEAKER_03	" 네  고맙습니다. 토요일  밤  늦은  시각임에도  불구하고  이렇게  자리해  주신  토론자  여러분들과  시청자  여러분께  진심으로  감사의  말씀을  드립니다. 전문직  서비스  시장  개방  협상  분야는  크게  변호사와  의료  서비스로  요약할  수  있습니다. 그런데  법률  서비스의  경우  법무부는  변호사  협회와  이미  오래전부터  작업반을  구성해서  대응책을  철저하게  준비해  온  것으로  알고  있습니다. 서비스  개방  협상이  본격화되고  있는  지금 관련  협회와  어떤  관계에  서  있습니까? 건강과  생명을  아전인수격으로  해석해서  서로  혹시라도  대립관계에  서  있지는  않습니까? 의약분업을  통해서  엄청난  혼란을  겪어야  했던  국민으로서는  심히  걱정하지  않을  수  없는  부분입니다. 시장  개방  문제를  짚어본  난상토론  오늘은  여기서  접겠습니다.  안녕히  계십시오."

